id,bank_reference,utr,amount_paise,transaction_date,narration,matched_settlement_id
30000000-0000-4000-8000-000000000162,BANKREF-FAVYQLG0K1,240555923790,1410312,2026-08-19,NEFT CR-ORD-2026-000162,20000000-0000-4000-8000-000000000162
30000000-0000-4000-8000-000000000163,BANKREF-S3KDZ4PPJ5,971307735265,849859,2026-08-06,NEFT CR-ORD-2026-000163,20000000-0000-4000-8000-000000000163
30000000-0000-4000-8000-000000000164,BANKREF-WWIMT8545Y,465522987442,1446732,2026-09-08,NEFT CR-ORD-2026-000164,20000000-0000-4000-8000-000000000164
30000000-0000-4000-8000-000000000165,BANKREF-T2D8VET8AN,733700259837,301219,2026-07-08,NEFT CR-ORD-2026-000165,20000000-0000-4000-8000-000000000165
30000000-0000-4000-8000-000000000166,BANKREF-DVO342P0KQ,095342422753,617475,2026-07-25,NEFT CR-ORD-2026-000166,20000000-0000-4000-8000-000000000166
30000000-0000-4000-8000-000000000168,BANKREF-F0FP8BPG2R,753242965636,245467,2026-07-31,NEFT CR-ORD-2026-000168,20000000-0000-4000-8000-000000000168
30000000-0000-4000-8000-000000000169,BANKREF-7J35VLWOJT,601722175737,856400,2026-08-13,NEFT CR-ORD-2026-000169,20000000-0000-4000-8000-000000000169
30000000-0000-4000-8000-000000000170,BANKREF-Z4UR2YUPMA,346725993170,462911,2026-06-18,NEFT CR-ORD-2026-000170,20000000-0000-4000-8000-000000000170
30000000-0000-4000-8000-000000000170D,BANKREF-MHVL66SAJXD,639720507464,462911,2026-06-19,NEFT CR-ORD-2026-000170,20000000-0000-4000-8000-000000000170
30000000-0000-4000-8000-000000000171,BANKREF-OYCG1FJGBV,646893514809,1219035,2026-08-10,NEFT CR-ORD-2026-000171,20000000-0000-4000-8000-000000000171
30000000-0000-4000-8000-000000000172,BANKREF-MN1S3YG8VF,594662395725,164230,2026-08-21,NEFT CR-ORD-2026-000172,20000000-0000-4000-8000-000000000172
30000000-0000-4000-8000-000000000173,BANKREF-JNMYK8516S,479405989919,368493,2026-08-05,NEFT CR-ORD-2026-000173,20000000-0000-4000-8000-000000000173
30000000-0000-4000-8000-000000000174,BANKREF-NL7OLKY5VT,369081235053,1080680,2026-08-14,NEFT CR-ORD-2026-000174,20000000-0000-4000-8000-000000000174
30000000-0000-4000-8000-000000000175,BANKREF-JWV2QNRMTN,795361395187,385094,2026-08-23,NEFT CR-ORD-2026-000175,20000000-0000-4000-8000-000000000175
30000000-0000-4000-8000-000000000176,BANKREF-7673UBLBV0,815736341777,97054,2026-07-04,NEFT CR-ORD-2026-000176,20000000-0000-4000-8000-000000000176
30000000-0000-4000-8000-000000000177,BANKREF-CKZ3VWLO7A,334472662089,205630,2026-08-21,NEFT CR-ORD-2026-000177,20000000-0000-4000-8000-000000000177
30000000-0000-4000-8000-000000000178,BANKREF-TMH6K1WXYW,655247291840,917328,2026-06-13,NEFT CR-ORD-2026-000178,20000000-0000-4000-8000-000000000178
30000000-0000-4000-8000-000000000179,BANKREF-ECBUQYPIGQ,688892707645,1069158,2026-08-03,NEFT CR-ORD-2026-000179,20000000-0000-4000-8000-000000000179
30000000-0000-4000-8000-000000000180,BANKREF-HDXC6RIJKQ,765571223329,131912,2026-07-03,NEFT CR-ORD-2026-000180,20000000-0000-4000-8000-000000000180
30000000-0000-4000-8000-000000000181,BANKREF-MLIK22XMQ6,988752263030,1033422,2026-08-11,NEFT CR-ORD-2026-000181,20000000-0000-4000-8000-000000000181
30000000-0000-4000-8000-000000000182,BANKREF-HEDHTHRUU5,187186407641,1373697,2026-06-22,NEFT CR-ORD-2026-000182,20000000-0000-4000-8000-000000000182
30000000-0000-4000-8000-000000000183,BANKREF-Y7HYLGOGFX,354547229833,841950,2026-06-28,NEFT CR-ORD-2026-000183,20000000-0000-4000-8000-000000000183
30000000-0000-4000-8000-000000000184,BANKREF-882O8ZI9VC,035424809788,738842,2026-07-18,NEFT CR-ORD-2026-000184,20000000-0000-4000-8000-000000000184
30000000-0000-4000-8000-000000000185,BANKREF-23C9NU985L,523000511585,937735,2026-06-18,NEFT CR-ORD-2026-000185,20000000-0000-4000-8000-000000000185
30000000-0000-4000-8000-000000000186,BANKREF-6ZUGFLDT8B,130896219297,1059492,2026-07-23,NEFT CR-ORD-2026-000186,20000000-0000-4000-8000-000000000186
30000000-0000-4000-8000-000000000187,BANKREF-M84P4K9DXO,492631251167,1451422,2026-08-28,NEFT CR-ORD-2026-000187,20000000-0000-4000-8000-000000000187
30000000-0000-4000-8000-000000000188,BANKREF-FA6D9ER94T,166349163674,1303006,2026-08-24,NEFT CR-ORD-2026-000188,20000000-0000-4000-8000-000000000188
30000000-0000-4000-8000-000000000188D,BANKREF-ES2FX0ZKWID,273745592833,1303006,2026-08-25,NEFT CR-ORD-2026-000188,20000000-0000-4000-8000-000000000188
30000000-0000-4000-8000-000000000189,BANKREF-YMSCNX8EIQ,152834908539,1197457,2026-08-13,NEFT CR-ORD-2026-000189,20000000-0000-4000-8000-000000000189
30000000-0000-4000-8000-000000000190,BANKREF-6QE7AJUL7W,904187892763,246053,2026-06-28,NEFT CR-ORD-2026-000190,20000000-0000-4000-8000-000000000190
30000000-0000-4000-8000-000000000191,BANKREF-EQV5Y21ID9,653868946827,1354072,2026-08-08,NEFT CR-ORD-2026-000191,20000000-0000-4000-8000-000000000191
30000000-0000-4000-8000-000000000192,BANKREF-ZBXPQ5BO20,492163240483,1043674,2026-07-28,NEFT CR-ORD-2026-000192,20000000-0000-4000-8000-000000000192
30000000-0000-4000-8000-000000000193,BANKREF-M3618LEU6Z,575361058427,583106,2026-06-06,NEFT CR-ORD-2026-000193,20000000-0000-4000-8000-000000000193
30000000-0000-4000-8000-000000000194,BANKREF-GSOU6NJ2N2,439250638775,654090,2026-06-25,NEFT CR-ORD-2026-000194,20000000-0000-4000-8000-000000000194
30000000-0000-4000-8000-000000000195,BANKREF-Z79HQTYLU5,915630673196,1152543,2026-08-20,NEFT CR-ORD-2026-000195,20000000-0000-4000-8000-000000000195
30000000-0000-4000-8000-000000000196,BANKREF-SAV9CNG8TA,309589161238,1187791,2026-06-25,NEFT CR-ORD-2026-000196,20000000-0000-4000-8000-000000000196
30000000-0000-4000-8000-000000000197,BANKREF-MNI3GOM673,978056355535,617964,2026-08-12,NEFT CR-ORD-2026-000197,20000000-0000-4000-8000-000000000197
30000000-0000-4000-8000-000000000198,BANKREF-0SGNZ6D86Z,022609269028,531845,2026-08-07,NEFT CR-ORD-2026-000198,20000000-0000-4000-8000-000000000198
30000000-0000-4000-8000-000000000199,BANKREF-E6RGL7JY7O,525118895419,643155,2026-07-20,NEFT CR-ORD-2026-000199,20000000-0000-4000-8000-000000000199
30000000-0000-4000-8000-000000000200,BANKREF-MZAP4VKFTL,105077309600,194304,2026-07-02,NEFT CR-ORD-2026-000200,20000000-0000-4000-8000-000000000200
30000000-0000-4000-8000-000000000200D,BANKREF-31EIWUCX67D,626476639491,194304,2026-07-03,NEFT CR-ORD-2026-000200,20000000-0000-4000-8000-000000000200
30000000-0000-4000-8000-000000000201,BANKREF-802NQ52NLO,454998413869,377476,2026-06-24,NEFT CR-ORD-2026-000201,20000000-0000-4000-8000-000000000201
30000000-0000-4000-8000-000000000202,BANKREF-8LCWL6QMGK,818119456628,728004,2026-07-07,NEFT CR-ORD-2026-000202,20000000-0000-4000-8000-000000000202
30000000-0000-4000-8000-000000000203,BANKREF-M9RWV9NJS9,903167293296,1081363,2026-07-31,NEFT CR-ORD-2026-000203,20000000-0000-4000-8000-000000000203
30000000-0000-4000-8000-000000000204,BANKREF-IGCUIDC00M,905996366019,551959,2026-06-20,NEFT CR-ORD-2026-000204,20000000-0000-4000-8000-000000000204
30000000-0000-4000-8000-000000000205,BANKREF-VSKP30TX8J,700376807707,166086,2026-08-22,NEFT CR-ORD-2026-000205,20000000-0000-4000-8000-000000000205
30000000-0000-4000-8000-000000000206,BANKREF-2N5FNP36F8,204214188216,960289,2026-08-30,NEFT CR-ORD-2026-000206,20000000-0000-4000-8000-000000000206
30000000-0000-4000-8000-000000000207,BANKREF-Y66W6RKM2Z,997597682583,715408,2026-06-30,NEFT CR-ORD-2026-000207,20000000-0000-4000-8000-000000000207
30000000-0000-4000-8000-000000000208,BANKREF-00H2K2P3AJ,106704916557,1197416,2026-08-20,NEFT CR-ORD-2026-000208,20000000-0000-4000-8000-000000000208
30000000-0000-4000-8000-000000000209,BANKREF-7I19MO1RTS,631884192265,748801,2026-08-18,NEFT CR-ORD-2026-000209,20000000-0000-4000-8000-000000000209
30000000-0000-4000-8000-000000000210,BANKREF-JNN41JH6OX,449672131927,1367741,2026-09-14,NEFT CR-ORD-2026-000210,20000000-0000-4000-8000-000000000210
30000000-0000-4000-8000-000000000211,BANKREF-7KNUFBHGP5,040783298829,1437749,2026-07-25,NEFT CR-ORD-2026-000211,20000000-0000-4000-8000-000000000211
30000000-0000-4000-8000-000000000212,BANKREF-Y39BU4UZ2Z,720385397536,1410342,2026-06-05,NEFT CR-ORD-2026-000212,20000000-0000-4000-8000-000000000212
30000000-0000-4000-8000-000000000213,BANKREF-CPESBDA7XF,273177536357,947596,2026-07-11,NEFT CR-ORD-2026-000213,20000000-0000-4000-8000-000000000213
30000000-0000-4000-8000-000000000214,BANKREF-MNKW7WVY9R,324777458969,380601,2026-06-05,NEFT CR-ORD-2026-000214,20000000-0000-4000-8000-000000000214
30000000-0000-4000-8000-000000000216,BANKREF-BGMY4IQZ6D,179543605661,171261,2026-06-15,NEFT CR-ORD-2026-000216,20000000-0000-4000-8000-000000000216
30000000-0000-4000-8000-000000000217,BANKREF-EXVA5E742G,440365811580,465548,2026-07-02,NEFT CR-ORD-2026-000217,20000000-0000-4000-8000-000000000217
30000000-0000-4000-8000-000000000218,BANKREF-NOQ37KTLL8,538669665404,878373,2026-06-27,NEFT CR-ORD-2026-000218,20000000-0000-4000-8000-000000000218
30000000-0000-4000-8000-000000000219,BANKREF-E0KIVWM53N,379432013530,846441,2026-07-19,NEFT CR-ORD-2026-000219,20000000-0000-4000-8000-000000000219
30000000-0000-4000-8000-000000000220,BANKREF-IHV17MIAV1,193501569812,746848,2026-07-31,NEFT CR-ORD-2026-000220,20000000-0000-4000-8000-000000000220
30000000-0000-4000-8000-000000000221,BANKREF-NZVZN2HLOI,226409264833,406573,2026-07-10,NEFT CR-ORD-2026-000221,20000000-0000-4000-8000-000000000221
30000000-0000-4000-8000-000000000222,BANKREF-LSIDBX287G,598281701811,804749,2026-07-15,NEFT CR-ORD-2026-000222,20000000-0000-4000-8000-000000000222
30000000-0000-4000-8000-000000000223,BANKREF-YOTOS87MVZ,775454825326,1236513,2026-07-04,NEFT CR-ORD-2026-000223,20000000-0000-4000-8000-000000000223
30000000-0000-4000-8000-000000000224,BANKREF-55CK3TB94C,335017505634,620795,2026-07-11,NEFT CR-ORD-2026-000224,20000000-0000-4000-8000-000000000224
30000000-0000-4000-8000-000000000224D,BANKREF-2QWKBSEPR1D,077509936472,620795,2026-07-12,NEFT CR-ORD-2026-000224,20000000-0000-4000-8000-000000000224
30000000-0000-4000-8000-000000000225,BANKREF-UT60WLFYZS,258204354749,168429,2026-08-14,NEFT CR-ORD-2026-000225,20000000-0000-4000-8000-000000000225
30000000-0000-4000-8000-000000000226,BANKREF-VO4KVFFLNC,070540986901,189715,2026-07-25,NEFT CR-ORD-2026-000226,20000000-0000-4000-8000-000000000226
30000000-0000-4000-8000-000000000227,BANKREF-B4XZ3MSKZO,829332110511,1368913,2026-08-15,NEFT CR-ORD-2026-000227,20000000-0000-4000-8000-000000000227
30000000-0000-4000-8000-000000000228,BANKREF-815G5FJD5M,015422100336,305117,2026-07-06,NEFT CR-ORD-2026-000228,20000000-0000-4000-8000-000000000228
30000000-0000-4000-8000-000000000229,BANKREF-74IJ643YUO,022820008589,186688,2026-07-19,NEFT CR-ORD-2026-000229,20000000-0000-4000-8000-000000000229
30000000-0000-4000-8000-000000000230,BANKREF-1K9YXCFE78,077217358554,1408848,2026-08-29,NEFT CR-ORD-2026-000230,20000000-0000-4000-8000-000000000230
30000000-0000-4000-8000-000000000231,BANKREF-UQLN6BGUAX,337034105754,1275960,2026-06-15,NEFT CR-ORD-2026-000231,20000000-0000-4000-8000-000000000231
30000000-0000-4000-8000-000000000232,BANKREF-NDJM5GH2IJ,855885562528,1180663,2026-06-22,NEFT CR-ORD-2026-000232,20000000-0000-4000-8000-000000000232
30000000-0000-4000-8000-000000000233,BANKREF-U04RIPWN3K,194526872601,1423884,2026-08-27,NEFT CR-ORD-2026-000233,20000000-0000-4000-8000-000000000233
30000000-0000-4000-8000-000000000234,BANKREF-PHWHM54XR8,424178752122,1214056,2026-06-18,NEFT CR-ORD-2026-000234,20000000-0000-4000-8000-000000000234
30000000-0000-4000-8000-000000000235,BANKREF-IK31YUW2TG,451077434177,1249694,2026-08-09,NEFT CR-ORD-2026-000235,20000000-0000-4000-8000-000000000235
30000000-0000-4000-8000-000000000236,BANKREF-0HDJ7O9X66,096025792421,1119129,2026-07-08,NEFT CR-ORD-2026-000236,20000000-0000-4000-8000-000000000236
30000000-0000-4000-8000-000000000237,BANKREF-N114PY4FNG,018401044617,1366472,2026-06-03,NEFT CR-ORD-2026-000237,20000000-0000-4000-8000-000000000237
30000000-0000-4000-8000-000000000238,BANKREF-UOXZ3BG52I,085050502580,1460597,2026-06-21,NEFT CR-ORD-2026-000238,20000000-0000-4000-8000-000000000238
30000000-0000-4000-8000-000000000239,BANKREF-CW8AFMNE6X,720865449017,242928,2026-07-01,NEFT CR-ORD-2026-000239,20000000-0000-4000-8000-000000000239
30000000-0000-4000-8000-000000000240,BANKREF-HO4UW2AWW7,910201381550,1280451,2026-06-29,NEFT CR-ORD-2026-000240,20000000-0000-4000-8000-000000000240
30000000-0000-4000-8000-000000000241,BANKREF-C53K9OM115,042636299003,1390296,2026-06-13,NEFT CR-ORD-2026-000241,20000000-0000-4000-8000-000000000241
30000000-0000-4000-8000-000000000241D,BANKREF-25S8T6AIDID,658271666326,1390296,2026-06-14,NEFT CR-ORD-2026-000241,20000000-0000-4000-8000-000000000241
30000000-0000-4000-8000-000000000242,BANKREF-1LOQSOT56A,189017115923,346720,2026-07-26,NEFT CR-ORD-2026-000242,20000000-0000-4000-8000-000000000242
30000000-0000-4000-8000-000000000243,BANKREF-VSCQMPD7Z4,254786734347,1143755,2026-07-02,NEFT CR-ORD-2026-000243,20000000-0000-4000-8000-000000000243
30000000-0000-4000-8000-000000000244,BANKREF-1XFHSJ0BI6,054124658102,1129109,2026-08-27,NEFT CR-ORD-2026-000244,20000000-0000-4000-8000-000000000244
30000000-0000-4000-8000-000000000245,BANKREF-DSF2UWUFUK,785789818827,1177343,2026-07-16,NEFT CR-ORD-2026-000245,20000000-0000-4000-8000-000000000245
30000000-0000-4000-8000-000000000246,BANKREF-5EFZVMT4FV,364273340804,921526,2026-07-08,NEFT CR-ORD-2026-000246,20000000-0000-4000-8000-000000000246
30000000-0000-4000-8000-000000000247,BANKREF-SCY3M84BCT,622683478589,1094447,2026-07-09,NEFT CR-ORD-2026-000247,20000000-0000-4000-8000-000000000247
30000000-0000-4000-8000-000000000248,BANKREF-7YJ8HQDE7M,929449429960,1022388,2026-06-11,NEFT CR-ORD-2026-000248,20000000-0000-4000-8000-000000000248
30000000-0000-4000-8000-000000000249,BANKREF-T760RS6C4X,885811591574,627044,2026-08-12,NEFT CR-ORD-2026-000249,20000000-0000-4000-8000-000000000249
30000000-0000-4000-8000-000000000250,BANKREF-NATD4GWLF9,660399641069,719997,2026-06-05,NEFT CR-ORD-2026-000250,20000000-0000-4000-8000-000000000250
30000000-0000-4000-8000-000000000251,BANKREF-XKQTQ36ZPM,184317606279,241366,2026-08-22,NEFT CR-ORD-2026-000251,20000000-0000-4000-8000-000000000251
30000000-0000-4000-8000-000000000252,BANKREF-BEKT2MNJ7O,513826615523,1081070,2026-08-23,NEFT CR-ORD-2026-000252,20000000-0000-4000-8000-000000000252
30000000-0000-4000-8000-000000000253,BANKREF-8UALRY3IGW,165591440575,893113,2026-08-04,NEFT CR-ORD-2026-000253,20000000-0000-4000-8000-000000000253
30000000-0000-4000-8000-000000000254,BANKREF-ZSUV41AMIS,574895974985,157005,2026-07-28,NEFT CR-ORD-2026-000254,20000000-0000-4000-8000-000000000254
30000000-0000-4000-8000-000000000255,BANKREF-CIX39ELLHL,456476225636,881494,2026-07-09,NEFT CR-ORD-2026-000255,20000000-0000-4000-8000-000000000255
30000000-0000-4000-8000-000000000256,BANKREF-05SORHTMT1,476113429521,818614,2026-07-01,NEFT CR-ORD-2026-000256,20000000-0000-4000-8000-000000000256
30000000-0000-4000-8000-000000000257,BANKREF-05802XVXIT,216725825344,71668,2026-08-12,NEFT CR-ORD-2026-000257,20000000-0000-4000-8000-000000000257
30000000-0000-4000-8000-000000000259,BANKREF-SSUMH0ZNSG,630879722396,298290,2026-08-09,NEFT CR-ORD-2026-000259,20000000-0000-4000-8000-000000000259
30000000-0000-4000-8000-000000000261,BANKREF-6BWBEM0TPI,972213201663,784049,2026-07-24,NEFT CR-ORD-2026-000261,20000000-0000-4000-8000-000000000261
30000000-0000-4000-8000-000000000263,BANKREF-FRBEWRUKFW,470454185913,1140240,2026-06-17,NEFT CR-ORD-2026-000263,20000000-0000-4000-8000-000000000263
30000000-0000-4000-8000-000000000264,BANKREF-2SBA62TDO1,015558641079,1046506,2026-08-11,NEFT CR-ORD-2026-000264,20000000-0000-4000-8000-000000000264
30000000-0000-4000-8000-000000000265,BANKREF-F37746PFMC,218002419600,716334,2026-06-03,NEFT CR-ORD-2026-000265,20000000-0000-4000-8000-000000000265
30000000-0000-4000-8000-000000000266,BANKREF-WXHVY3NUKO,302204221317,734350,2026-08-18,NEFT CR-ORD-2026-000266,20000000-0000-4000-8000-000000000266
30000000-0000-4000-8000-000000000267,BANKREF-66DQA4SVKX,080532511985,971420,2026-06-28,NEFT CR-ORD-2026-000267,20000000-0000-4000-8000-000000000267
30000000-0000-4000-8000-000000000268,BANKREF-XBBMZJ22PM,086128653319,723805,2026-08-03,NEFT CR-ORD-2026-000268,20000000-0000-4000-8000-000000000268
30000000-0000-4000-8000-000000000269,BANKREF-JOZIBP9OF9,560080091892,1091225,2026-06-18,NEFT CR-ORD-2026-000269,20000000-0000-4000-8000-000000000269
30000000-0000-4000-8000-000000000270,BANKREF-Q067CSZVUT,059048124481,1043381,2026-06-08,NEFT CR-ORD-2026-000270,20000000-0000-4000-8000-000000000270
30000000-0000-4000-8000-000000000271,BANKREF-6BERP0IV1T,342961535300,1015261,2026-08-04,NEFT CR-ORD-2026-000271,20000000-0000-4000-8000-000000000271
30000000-0000-4000-8000-000000000272,BANKREF-22BE4N2524,147033620661,935098,2026-06-09,NEFT CR-ORD-2026-000272,20000000-0000-4000-8000-000000000272
30000000-0000-4000-8000-000000000273,BANKREF-9E5GV7P2A2,494218079052,299169,2026-08-09,NEFT CR-ORD-2026-000273,20000000-0000-4000-8000-000000000273
30000000-0000-4000-8000-000000000274,BANKREF-E8FZQ1W09Y,680477226740,384116,2026-07-01,NEFT CR-ORD-2026-000274,20000000-0000-4000-8000-000000000274
30000000-0000-4000-8000-000000000275,BANKREF-PSSCP9KJYM,205886464716,626458,2026-06-22,NEFT CR-ORD-2026-000275,20000000-0000-4000-8000-000000000275
30000000-0000-4000-8000-000000000276,BANKREF-ZGEHUIQSI2,116509182189,404815,2026-06-10,NEFT CR-ORD-2026-000276,20000000-0000-4000-8000-000000000276
30000000-0000-4000-8000-000000000277,BANKREF-2J21TELO9L,600794790823,358632,2026-06-19,NEFT CR-ORD-2026-000277,20000000-0000-4000-8000-000000000277
30000000-0000-4000-8000-000000000278,BANKREF-KFTUWFV2TT,556156670084,719314,2026-06-17,NEFT CR-ORD-2026-000278,20000000-0000-4000-8000-000000000278
30000000-0000-4000-8000-000000000279,BANKREF-KD0RNGCT2X,107412164500,1369401,2026-07-17,NEFT CR-ORD-2026-000279,20000000-0000-4000-8000-000000000279
30000000-0000-4000-8000-000000000280,BANKREF-S7V55KCRX6,512409095970,1172754,2026-06-02,NEFT CR-ORD-2026-000280,20000000-0000-4000-8000-000000000280
30000000-0000-4000-8000-000000000281,BANKREF-5ULZZIX2SO,528352418067,1277229,2026-08-23,NEFT CR-ORD-2026-000281,20000000-0000-4000-8000-000000000281
30000000-0000-4000-8000-000000000282,BANKREF-67ST8LI72W,841034420363,342814,2026-08-14,NEFT CR-ORD-2026-000282,20000000-0000-4000-8000-000000000282
30000000-0000-4000-8000-000000000283,BANKREF-7L7J7Y96YG,979390876033,274466,2026-07-17,NEFT CR-ORD-2026-000283,20000000-0000-4000-8000-000000000283
30000000-0000-4000-8000-000000000284,BANKREF-AM75PSZ1CT,699936893723,1295878,2026-08-08,NEFT CR-ORD-2026-000284,20000000-0000-4000-8000-000000000284
30000000-0000-4000-8000-000000000285,BANKREF-OQ14MAFMAR,931324256657,238519,2026-06-20,NEFT CR-ORD-2026-000285,20000000-0000-4000-8000-000000000285
30000000-0000-4000-8000-000000000286,BANKREF-LUGG01LOI4,481064312986,511634,2026-08-04,NEFT CR-ORD-2026-000286,20000000-0000-4000-8000-000000000286
30000000-0000-4000-8000-000000000287,BANKREF-YQZDUBB9MI,586253955882,731128,2026-08-16,NEFT CR-ORD-2026-000287,20000000-0000-4000-8000-000000000287
30000000-0000-4000-8000-000000000288,BANKREF-EW9JZF4EPM,961318754843,1071013,2026-07-23,NEFT CR-ORD-2026-000288,20000000-0000-4000-8000-000000000288
30000000-0000-4000-8000-000000000288D,BANKREF-Y3M2I3QM6DD,510015486743,1071013,2026-07-24,NEFT CR-ORD-2026-000288,20000000-0000-4000-8000-000000000288
30000000-0000-4000-8000-000000000289,BANKREF-NCU22KB8OH,377533611834,1379282,2026-06-16,NEFT CR-ORD-2026-000289,20000000-0000-4000-8000-000000000289
30000000-0000-4000-8000-000000000290,BANKREF-5Z8KQ86YNI,299060736409,492106,2026-08-16,NEFT CR-ORD-2026-000290,20000000-0000-4000-8000-000000000290
30000000-0000-4000-8000-000000000291,BANKREF-NT6U777LDM,753953818249,1400841,2026-07-29,NEFT CR-ORD-2026-000291,20000000-0000-4000-8000-000000000291
30000000-0000-4000-8000-000000000292,BANKREF-7FENTD7KFN,928497286604,608004,2026-08-15,NEFT CR-ORD-2026-000292,20000000-0000-4000-8000-000000000292
30000000-0000-4000-8000-000000000293,BANKREF-AF4GELLX8E,039619756099,1410703,2026-06-10,NEFT CR-ORD-2026-000293,20000000-0000-4000-8000-000000000293
30000000-0000-4000-8000-000000000294,BANKREF-Y32HMEPDMB,395453497881,336272,2026-08-07,NEFT CR-ORD-2026-000294,20000000-0000-4000-8000-000000000294
30000000-0000-4000-8000-000000000295,BANKREF-1K9M94UZXY,819438692692,1,2026-08-27,NEFT CR-ORD-2026-000295,20000000-0000-4000-8000-000000000295
30000000-0000-4000-8000-000000000296,BANKREF-BLU27XNPZC,593409075235,1402306,2026-06-12,NEFT CR-ORD-2026-000296,20000000-0000-4000-8000-000000000296
30000000-0000-4000-8000-000000000297,BANKREF-EXYB8Z8TRT,389969631073,115703,2026-07-17,NEFT CR-ORD-2026-000297,20000000-0000-4000-8000-000000000297
30000000-0000-4000-8000-000000000298,BANKREF-3NMYB4BOMZ,407956941661,839216,2026-08-08,NEFT CR-ORD-2026-000298,20000000-0000-4000-8000-000000000298
30000000-0000-4000-8000-000000000299,BANKREF-O7V1IZ4JQI,882566510346,375719,2026-06-03,NEFT CR-ORD-2026-000299,20000000-0000-4000-8000-000000000299
30000000-0000-4000-8000-000000000300,BANKREF-4NC0IBA65D,728333733364,940176,2026-07-02,NEFT CR-ORD-2026-000300,20000000-0000-4000-8000-000000000300
30000000-0000-4000-8000-000000000301,BANKREF-SY2O33B29X,785279180648,707695,2026-09-01,NEFT CR-ORD-2026-000301,20000000-0000-4000-8000-000000000301
30000000-0000-4000-8000-000000000302,BANKREF-HJQCYYPQ7A,814673802309,440942,2026-08-23,NEFT CR-ORD-2026-000302,20000000-0000-4000-8000-000000000302
30000000-0000-4000-8000-000000000303,BANKREF-3RWR3OW37G,236284741591,1194723,2026-08-09,NEFT CR-ORD-2026-000303,20000000-0000-4000-8000-000000000303
30000000-0000-4000-8000-000000000304,BANKREF-45RY27VMVW,235781119972,83580,2026-07-23,NEFT CR-ORD-2026-000304,20000000-0000-4000-8000-000000000304
30000000-0000-4000-8000-000000000305,BANKREF-1YC1L2QJZG,461874244319,306453,2026-06-22,NEFT CR-ORD-2026-000305,20000000-0000-4000-8000-000000000305
30000000-0000-4000-8000-000000000306,BANKREF-BNMJSXTDHD,670258718080,47453,2026-06-20,NEFT CR-ORD-2026-000306,20000000-0000-4000-8000-000000000306
30000000-0000-4000-8000-000000000307,BANKREF-WK501EPEKG,674101302657,614644,2026-08-10,NEFT CR-ORD-2026-000307,20000000-0000-4000-8000-000000000307
30000000-0000-4000-8000-000000000308,BANKREF-GO5AWLGITI,795148177045,1191599,2026-08-18,NEFT CR-ORD-2026-000308,20000000-0000-4000-8000-000000000308
30000000-0000-4000-8000-000000000309,BANKREF-X2HIVDTS8M,177047790943,1335422,2026-07-07,NEFT CR-ORD-2026-000309,20000000-0000-4000-8000-000000000309
30000000-0000-4000-8000-000000000310,BANKREF-NZ3T1WM3EQ,355932246778,695294,2026-06-10,NEFT CR-ORD-2026-000310,20000000-0000-4000-8000-000000000310
30000000-0000-4000-8000-000000000311,BANKREF-H0TT9KVBKA,665309180390,55362,2026-06-19,NEFT CR-ORD-2026-000311,20000000-0000-4000-8000-000000000311
30000000-0000-4000-8000-000000000312,BANKREF-BHYZ1OV5VX,093257145894,903853,2026-07-11,NEFT CR-ORD-2026-000312,20000000-0000-4000-8000-000000000312
30000000-0000-4000-8000-000000000313,BANKREF-E6WPRLPG7G,632664044356,823496,2026-06-20,NEFT CR-ORD-2026-000313,20000000-0000-4000-8000-000000000313
30000000-0000-4000-8000-000000000314,BANKREF-WUZLLGYG4F,811546409563,974838,2026-07-21,NEFT CR-ORD-2026-000314,20000000-0000-4000-8000-000000000314
30000000-0000-4000-8000-000000000315,BANKREF-IX79PBRTG6,074408430143,432643,2026-06-16,NEFT CR-ORD-2026-000315,20000000-0000-4000-8000-000000000315
30000000-0000-4000-8000-000000000315D,BANKREF-3HLI32BS5MD,612304795399,432643,2026-06-18,NEFT CR-ORD-2026-000315,20000000-0000-4000-8000-000000000315
30000000-0000-4000-8000-000000000316,BANKREF-W74WQNG6N1,465715151074,1320972,2026-08-04,NEFT CR-ORD-2026-000316,20000000-0000-4000-8000-000000000316
30000000-0000-4000-8000-000000000317,BANKREF-UV94C8MA30,699761140354,1046731,2026-06-24,NEFT CR-ORD-2026-000317,20000000-0000-4000-8000-000000000317
30000000-0000-4000-8000-000000000318,BANKREF-324ZBL5KZH,036743490655,351699,2026-07-09,NEFT CR-ORD-2026-000318,20000000-0000-4000-8000-000000000318
30000000-0000-4000-8000-000000000319,BANKREF-Q4TP1NA6KS,320740194962,353750,2026-06-20,NEFT CR-ORD-2026-000319,20000000-0000-4000-8000-000000000319
30000000-0000-4000-8000-000000000320,BANKREF-UGT47S151M,828374812164,498647,2026-06-24,NEFT CR-ORD-2026-000320,20000000-0000-4000-8000-000000000320
30000000-0000-4000-8000-000000000321,BANKREF-8GEEJGBJXG,886734070066,211098,2026-06-23,NEFT CR-ORD-2026-000321,20000000-0000-4000-8000-000000000321
30000000-0000-4000-8000-000000000323,BANKREF-2BM2O2ZCMO,503430419507,260992,2026-06-21,NEFT CR-ORD-2026-000323,20000000-0000-4000-8000-000000000323
30000000-0000-4000-8000-000000000324,BANKREF-31K26GFXAM,257179753874,757589,2026-08-04,NEFT CR-ORD-2026-000324,20000000-0000-4000-8000-000000000324
